Price Zones,Hour,Price
LZ_SOUTH,146,46.24
LZ_SOUTH,147,51.55
LZ_SOUTH,148,52.57
LZ_SOUTH,149,58.68
LZ_SOUTH,150,93.49
LZ_SOUTH,151,97.58
LZ_SOUTH,152,142.48
LZ_SOUTH,153,100.72
LZ_SOUTH,154,56.2
LZ_SOUTH,155,44.94
LZ_SOUTH,156,34.16
LZ_SOUTH,157,28.24
LZ_SOUTH,158,28.69
LZ_SOUTH,159,28.35
LZ_SOUTH,160,27.37
LZ_SOUTH,161,41.33
LZ_SOUTH,162,48.16
LZ_SOUTH,163,41.93
LZ_SOUTH,164,34.41
LZ_SOUTH,165,31.54
LZ_SOUTH,166,27.33
LZ_SOUTH,167,38.25
LZ_SOUTH,168,46.8
LZ_SOUTH,169,46.48
LZ_SOUTH,170,46.37
LZ_SOUTH,171,47.06
LZ_SOUTH,172,46.69
LZ_SOUTH,173,47.96
LZ_SOUTH,174,77.25
LZ_SOUTH,175,89.22
LZ_SOUTH,176,69.06
LZ_SOUTH,177,45.43
LZ_SOUTH,178,36.45
LZ_SOUTH,179,26.91
LZ_SOUTH,180,23.67
LZ_SOUTH,181,21.52
LZ_SOUTH,182,20.63
LZ_SOUTH,183,20.31
LZ_SOUTH,184,21.14
LZ_SOUTH,185,29.72
LZ_SOUTH,186,29.71
LZ_SOUTH,187,28.33
LZ_SOUTH,188,26.08
LZ_SOUTH,189,25.02
LZ_SOUTH,190,23.46
LZ_SOUTH,191,20.77
LZ_SOUTH,192,19.32
LZ_SOUTH,193,18.9
LZ_SOUTH,194,18.78
LZ_SOUTH,195,18.8
LZ_SOUTH,196,18.99
LZ_SOUTH,197,22.05
LZ_SOUTH,198,38.93
LZ_SOUTH,199,39.59
LZ_SOUTH,200,27.34
LZ_SOUTH,201,23.73
LZ_SOUTH,202,23.03
LZ_SOUTH,203,22.66
LZ_SOUTH,204,22.25
LZ_SOUTH,205,22.21
LZ_SOUTH,206,20.87
LZ_SOUTH,207,19.28
LZ_SOUTH,208,18.71
LZ_SOUTH,209,27.44
LZ_SOUTH,210,22.39
LZ_SOUTH,211,21.84
LZ_SOUTH,212,19.56
LZ_SOUTH,213,19.55
LZ_SOUTH,214,12.48
LZ_SOUTH,215,8.28
LZ_SOUTH,216,6.6
LZ_SOUTH,217,6.14
LZ_SOUTH,218,5.47
LZ_SOUTH,219,6.01
LZ_SOUTH,220,7.15
LZ_SOUTH,221,12.92
LZ_SOUTH,222,20.52
LZ_SOUTH,223,24.42
LZ_SOUTH,224,23.06
LZ_SOUTH,225,25.79
LZ_SOUTH,226,23.62
LZ_SOUTH,227,23.1
LZ_SOUTH,228,24.09
LZ_SOUTH,229,29
LZ_SOUTH,230,28.5
LZ_SOUTH,231,30.24
LZ_SOUTH,232,30.81
LZ_SOUTH,233,45.74
LZ_SOUTH,234,34.69
LZ_SOUTH,235,25.05
LZ_SOUTH,236,23
LZ_SOUTH,237,22.15
LZ_SOUTH,238,18.81
LZ_SOUTH,239,17.68
LZ_SOUTH,240,3.73
LZ_SOUTH,241,2.18
LZ_SOUTH,242,1.91
LZ_SOUTH,243,1.85
LZ_SOUTH,244,2.56
LZ_SOUTH,245,6.33
LZ_SOUTH,246,19.4
LZ_SOUTH,247,19.87
LZ_SOUTH,248,20.34
LZ_SOUTH,249,21.74
LZ_SOUTH,250,22.49
LZ_SOUTH,251,23.8
LZ_SOUTH,252,25
LZ_SOUTH,253,24.63
LZ_SOUTH,254,27.37
LZ_SOUTH,255,27.42
LZ_SOUTH,256,26.93
LZ_SOUTH,257,31.66
LZ_SOUTH,258,27.84
LZ_SOUTH,259,20.62
LZ_SOUTH,260,19.94
LZ_SOUTH,261,18
LZ_SOUTH,262,16.23
LZ_SOUTH,263,8.74
LZ_SOUTH,264,6.36
LZ_SOUTH,265,5.28
LZ_SOUTH,266,5.83
LZ_SOUTH,267,9.27
LZ_SOUTH,268,14.58
LZ_SOUTH,269,18.35
LZ_SOUTH,270,23.14
LZ_SOUTH,271,24.76
LZ_SOUTH,272,24.58
LZ_SOUTH,273,24.74
LZ_SOUTH,274,24.33
LZ_SOUTH,275,27.74
LZ_SOUTH,276,25.3
LZ_SOUTH,277,28.46
LZ_SOUTH,278,26.67
LZ_SOUTH,279,26.59
LZ_SOUTH,280,27.55
LZ_SOUTH,281,44.15
LZ_SOUTH,282,31.69
LZ_SOUTH,283,24.08
LZ_SOUTH,284,22.57
LZ_SOUTH,285,21.49
LZ_SOUTH,286,21.34
LZ_SOUTH,287,20.42
LZ_SOUTH,288,19.39
LZ_SOUTH,289,18.36
LZ_SOUTH,290,17.98
LZ_SOUTH,291,17.89
LZ_SOUTH,292,18.43
LZ_SOUTH,293,20.84
LZ_SOUTH,294,25.21
LZ_SOUTH,295,24.88
LZ_SOUTH,296,23.96
LZ_SOUTH,297,24.43
LZ_SOUTH,298,26.24
LZ_SOUTH,299,25.98
LZ_SOUTH,300,25.76
LZ_SOUTH,301,26.6
LZ_SOUTH,302,28.39
LZ_SOUTH,303,25.1
LZ_SOUTH,304,26.45
LZ_SOUTH,305,38.1
LZ_SOUTH,306,30.84
LZ_SOUTH,307,25.07
LZ_SOUTH,308,23.68
LZ_SOUTH,309,23.42
LZ_SOUTH,310,21.5
LZ_SOUTH,311,21.25
LZ_SOUTH,312,25.77
LZ_SOUTH,313,22.16
LZ_SOUTH,314,21.03
LZ_SOUTH,315,20.42
LZ_SOUTH,316,20.41
LZ_SOUTH,317,20.65
LZ_SOUTH,318,22.03
LZ_SOUTH,319,22.85
LZ_SOUTH,320,24.3
LZ_SOUTH,321,26.85
LZ_SOUTH,322,29.72
LZ_SOUTH,323,31.85
LZ_SOUTH,324,27.5
LZ_SOUTH,325,24
LZ_SOUTH,326,24.4
LZ_SOUTH,327,23.09
LZ_SOUTH,328,23.83
LZ_SOUTH,329,36.89
LZ_SOUTH,330,31.93
LZ_SOUTH,331,25.79
LZ_SOUTH,332,24.76
LZ_SOUTH,333,21.55
LZ_SOUTH,334,21.56
LZ_SOUTH,335,22.06
LZ_SOUTH,336,22.69
LZ_SOUTH,337,19.7
LZ_SOUTH,338,17.32
LZ_SOUTH,339,17.14
LZ_SOUTH,340,16.85
LZ_SOUTH,341,15.55
LZ_SOUTH,342,19.44
LZ_SOUTH,343,19.87
LZ_SOUTH,344,21.43
LZ_SOUTH,345,22.66
LZ_SOUTH,346,22.8
LZ_SOUTH,347,23.5
LZ_SOUTH,348,23.37
LZ_SOUTH,349,23.22
LZ_SOUTH,350,23.28
LZ_SOUTH,351,23.5
LZ_SOUTH,352,21.62
LZ_SOUTH,353,33.69
LZ_SOUTH,354,49.11
LZ_SOUTH,355,24.77
LZ_SOUTH,356,22.95
LZ_SOUTH,357,21
LZ_SOUTH,358,18.92
LZ_SOUTH,359,17.33
LZ_SOUTH,360,23.03
LZ_SOUTH,361,19.98
LZ_SOUTH,362,18.71
LZ_SOUTH,363,19.02
LZ_SOUTH,364,20.64
LZ_SOUTH,365,21.78
LZ_SOUTH,366,24.39
LZ_SOUTH,367,24.75
LZ_SOUTH,368,25.01
LZ_SOUTH,369,25.34
LZ_SOUTH,370,24.91
LZ_SOUTH,371,25.55
LZ_SOUTH,372,26.15
LZ_SOUTH,373,27.55
LZ_SOUTH,374,28
LZ_SOUTH,375,28.24
LZ_SOUTH,376,29.03
LZ_SOUTH,377,40.88
LZ_SOUTH,378,40.49
LZ_SOUTH,379,30.74
LZ_SOUTH,380,26.59
LZ_SOUTH,381,25.14
LZ_SOUTH,382,23.79
LZ_SOUTH,383,22.8
LZ_SOUTH,384,20.46
LZ_SOUTH,385,19.8
LZ_SOUTH,386,19.68
LZ_SOUTH,387,19.4
LZ_SOUTH,388,19.84
LZ_SOUTH,389,21.45
LZ_SOUTH,390,25.88
LZ_SOUTH,391,24.55
LZ_SOUTH,392,24.83
LZ_SOUTH,393,24.33
LZ_SOUTH,394,24.73
LZ_SOUTH,395,24.9
LZ_SOUTH,396,25.5
LZ_SOUTH,397,25.73
LZ_SOUTH,398,26.57
LZ_SOUTH,399,25.9
LZ_SOUTH,400,27.3
LZ_SOUTH,401,42.12
LZ_SOUTH,402,46.2
LZ_SOUTH,403,35
LZ_SOUTH,404,31.02
LZ_SOUTH,405,25.58
LZ_SOUTH,406,24.14
LZ_SOUTH,407,23.47
LZ_SOUTH,408,21.68
LZ_SOUTH,409,20.44
LZ_SOUTH,410,20.29
LZ_SOUTH,411,20.41
LZ_SOUTH,412,21.07
LZ_SOUTH,413,23.39
LZ_SOUTH,414,30.75
LZ_SOUTH,415,28.15
LZ_SOUTH,416,28.04
LZ_SOUTH,417,27.56
LZ_SOUTH,418,29.03
LZ_SOUTH,419,27.97
LZ_SOUTH,420,27.97
LZ_SOUTH,421,27.24
LZ_SOUTH,422,26.58
LZ_SOUTH,423,26.37
LZ_SOUTH,424,24.62
LZ_SOUTH,425,33.92
LZ_SOUTH,426,31.57
LZ_SOUTH,427,25.65
LZ_SOUTH,428,25.1
LZ_SOUTH,429,24.89
LZ_SOUTH,430,22.43
LZ_SOUTH,431,21.25
LZ_SOUTH,432,18.4
LZ_SOUTH,433,16.02
LZ_SOUTH,434,15.04
LZ_SOUTH,435,15.12
LZ_SOUTH,436,17.38
LZ_SOUTH,437,20.74
LZ_SOUTH,438,29.02
LZ_SOUTH,439,28.29
LZ_SOUTH,440,25.58
LZ_SOUTH,441,24.42
LZ_SOUTH,442,23.1
LZ_SOUTH,443,22.47
LZ_SOUTH,444,23.01
LZ_SOUTH,445,22.91
LZ_SOUTH,446,22.75
LZ_SOUTH,447,23.2
LZ_SOUTH,448,23.43
LZ_SOUTH,449,41.78
LZ_SOUTH,450,36.31
LZ_SOUTH,451,24.31
LZ_SOUTH,452,23.78
LZ_SOUTH,453,21.58
LZ_SOUTH,454,17.94
LZ_SOUTH,455,11.24
LZ_SOUTH,456,10.86
LZ_SOUTH,457,7.96
LZ_SOUTH,458,6.95
LZ_SOUTH,459,7.12
LZ_SOUTH,460,12.39
LZ_SOUTH,461,17.63
LZ_SOUTH,462,26.91
LZ_SOUTH,463,24.72
LZ_SOUTH,464,24.35
LZ_SOUTH,465,24.52
LZ_SOUTH,466,23.8
LZ_SOUTH,467,23.7
LZ_SOUTH,468,25
LZ_SOUTH,469,25.68
LZ_SOUTH,470,26.02
LZ_SOUTH,471,26.11
LZ_SOUTH,472,28.88
LZ_SOUTH,473,39.62
LZ_SOUTH,474,33.11
LZ_SOUTH,475,23.74
LZ_SOUTH,476,25.1
LZ_SOUTH,477,22.63
LZ_SOUTH,478,18.58
LZ_SOUTH,479,15.88
LZ_SOUTH,480,17.04
LZ_SOUTH,481,15.89
LZ_SOUTH,482,13.64
LZ_SOUTH,483,13.22
LZ_SOUTH,484,14.64
LZ_SOUTH,485,16.75
LZ_SOUTH,486,20
LZ_SOUTH,487,21.12
LZ_SOUTH,488,20.83
LZ_SOUTH,489,22.3
LZ_SOUTH,490,22.59
LZ_SOUTH,491,23.08
LZ_SOUTH,492,22.77
LZ_SOUTH,493,23.27
LZ_SOUTH,494,22.9
LZ_SOUTH,495,22.51
LZ_SOUTH,496,22.88
LZ_SOUTH,497,28.9
LZ_SOUTH,498,27.48
LZ_SOUTH,499,21.67
LZ_SOUTH,500,20.51
LZ_SOUTH,501,20
LZ_SOUTH,502,17.73
LZ_SOUTH,503,15.8
LZ_SOUTH,504,13.09
LZ_SOUTH,505,9.05
LZ_SOUTH,506,7.23
LZ_SOUTH,507,7.57
LZ_SOUTH,508,7.36
LZ_SOUTH,509,7.34
LZ_SOUTH,510,17.64
LZ_SOUTH,511,18.9
LZ_SOUTH,512,20.26
LZ_SOUTH,513,21.74
LZ_SOUTH,514,22
LZ_SOUTH,515,22.51
LZ_SOUTH,516,22.27
LZ_SOUTH,517,22.64
LZ_SOUTH,518,22
LZ_SOUTH,519,21.94
LZ_SOUTH,520,23.05
LZ_SOUTH,521,35.03
LZ_SOUTH,522,38.62
LZ_SOUTH,523,29.89
LZ_SOUTH,524,26
LZ_SOUTH,525,24.98
LZ_SOUTH,526,23.56
LZ_SOUTH,527,23.09
LZ_SOUTH,528,21.43
LZ_SOUTH,529,19.98
LZ_SOUTH,530,20.11
LZ_SOUTH,531,19.7
LZ_SOUTH,532,20.51
LZ_SOUTH,533,25.02
LZ_SOUTH,534,43.02
LZ_SOUTH,535,40.34
LZ_SOUTH,536,30.65
LZ_SOUTH,537,28.45
LZ_SOUTH,538,26.26
LZ_SOUTH,539,25.03
LZ_SOUTH,540,24.82
LZ_SOUTH,541,24.27
LZ_SOUTH,542,25
LZ_SOUTH,543,24.2
LZ_SOUTH,544,24.08
LZ_SOUTH,545,36.41
LZ_SOUTH,546,30.19
LZ_SOUTH,547,23.93
LZ_SOUTH,548,22.53
LZ_SOUTH,549,21.67
LZ_SOUTH,550,17.14
LZ_SOUTH,551,14.3
LZ_SOUTH,552,4.27
LZ_SOUTH,553,4.03
LZ_SOUTH,554,4.47
LZ_SOUTH,555,4.64
LZ_SOUTH,556,5.43
LZ_SOUTH,557,13.29
LZ_SOUTH,558,22.44
LZ_SOUTH,559,23.14
LZ_SOUTH,560,22.29
LZ_SOUTH,561,23.19
LZ_SOUTH,562,20.56
LZ_SOUTH,563,21.23
LZ_SOUTH,564,22.21
LZ_SOUTH,565,23.2
LZ_SOUTH,566,27.24
LZ_SOUTH,567,29.64
LZ_SOUTH,568,27.44
LZ_SOUTH,569,40.02
LZ_SOUTH,570,29.25
LZ_SOUTH,571,23.56
LZ_SOUTH,572,22
LZ_SOUTH,573,20.86
LZ_SOUTH,574,18.8
LZ_SOUTH,575,17.51
LZ_SOUTH,576,16.59
LZ_SOUTH,577,16.6
LZ_SOUTH,578,17.03
LZ_SOUTH,579,17.69
LZ_SOUTH,580,19.19
LZ_SOUTH,581,20.17
LZ_SOUTH,582,32.71
LZ_SOUTH,583,29.4
LZ_SOUTH,584,27.15
LZ_SOUTH,585,26.9
LZ_SOUTH,586,25.24
LZ_SOUTH,587,25.85
LZ_SOUTH,588,24.65
LZ_SOUTH,589,24.66
LZ_SOUTH,590,22.9
LZ_SOUTH,591,23.19
LZ_SOUTH,592,23.12
LZ_SOUTH,593,39.32
LZ_SOUTH,594,36.41
LZ_SOUTH,595,27.93
LZ_SOUTH,596,27.76
LZ_SOUTH,597,25.07
LZ_SOUTH,598,23.08
LZ_SOUTH,599,22.86
LZ_SOUTH,600,19.55
LZ_SOUTH,601,19.26
LZ_SOUTH,602,19.27
LZ_SOUTH,603,19.63
LZ_SOUTH,604,20.42
LZ_SOUTH,605,23.42
LZ_SOUTH,606,43.4
LZ_SOUTH,607,35.83
LZ_SOUTH,608,30.56
LZ_SOUTH,609,26.33
LZ_SOUTH,610,25.47
LZ_SOUTH,611,24.42
LZ_SOUTH,612,23.85
LZ_SOUTH,613,23.03
LZ_SOUTH,614,22.42
LZ_SOUTH,615,22.15
LZ_SOUTH,616,22.5
LZ_SOUTH,617,29.11
LZ_SOUTH,618,32.35
LZ_SOUTH,619,30.06
LZ_SOUTH,620,28.27
LZ_SOUTH,621,25.88
LZ_SOUTH,622,23.04
LZ_SOUTH,623,22.77
LZ_SOUTH,624,21.6
LZ_SOUTH,625,20.88
LZ_SOUTH,626,20.81
LZ_SOUTH,627,21.4
LZ_SOUTH,628,22.36
LZ_SOUTH,629,23.66
LZ_SOUTH,630,44.34
LZ_SOUTH,631,34.01
LZ_SOUTH,632,28.36
LZ_SOUTH,633,26.6
LZ_SOUTH,634,25.39
LZ_SOUTH,635,24.5
LZ_SOUTH,636,24.69
LZ_SOUTH,637,23.48
LZ_SOUTH,638,22.44
LZ_SOUTH,639,21.48
LZ_SOUTH,640,21.52
LZ_SOUTH,641,26.39
LZ_SOUTH,642,29.05
LZ_SOUTH,643,27.36
LZ_SOUTH,644,25.13
LZ_SOUTH,645,23.58
LZ_SOUTH,646,22.89
LZ_SOUTH,647,22.02
LZ_SOUTH,648,22.3
LZ_SOUTH,649,20.94
LZ_SOUTH,650,20.01
LZ_SOUTH,651,19.7
LZ_SOUTH,652,19.73
LZ_SOUTH,653,22.5
LZ_SOUTH,654,26.8
LZ_SOUTH,655,31.17
LZ_SOUTH,656,30.38
LZ_SOUTH,657,30.64
LZ_SOUTH,658,29.2
LZ_SOUTH,659,24.99
LZ_SOUTH,660,21.6
LZ_SOUTH,661,20.75
LZ_SOUTH,662,20.04
LZ_SOUTH,663,19.81
LZ_SOUTH,664,20.23
LZ_SOUTH,665,30.94
LZ_SOUTH,666,34.93
LZ_SOUTH,667,28.09
LZ_SOUTH,668,24.76
LZ_SOUTH,669,24.04
LZ_SOUTH,670,22.85
LZ_SOUTH,671,22.92
LZ_SOUTH,672,20.06
LZ_SOUTH,673,19.19
LZ_SOUTH,674,19.28
LZ_SOUTH,675,19.48
LZ_SOUTH,676,19.46
LZ_SOUTH,677,20.34
LZ_SOUTH,678,26.03
LZ_SOUTH,679,31.02
LZ_SOUTH,680,31.58
LZ_SOUTH,681,28.26
LZ_SOUTH,682,26.6
LZ_SOUTH,683,22.19
LZ_SOUTH,684,20.63
LZ_SOUTH,685,20.05
LZ_SOUTH,686,19.41
LZ_SOUTH,687,19.42
LZ_SOUTH,688,19.92
LZ_SOUTH,689,30.22
LZ_SOUTH,690,37.43
LZ_SOUTH,691,28.06
LZ_SOUTH,692,25.46
LZ_SOUTH,693,24.88
LZ_SOUTH,694,22.07
LZ_SOUTH,695,22.11
LZ_SOUTH,696,19.19
LZ_SOUTH,697,18.89
LZ_SOUTH,698,19.11
LZ_SOUTH,699,19.63
LZ_SOUTH,700,20.28
LZ_SOUTH,701,23.01
LZ_SOUTH,702,39.73
LZ_SOUTH,703,37.61
LZ_SOUTH,704,30.91
LZ_SOUTH,705,28.05
LZ_SOUTH,706,25.22
LZ_SOUTH,707,23.73
LZ_SOUTH,708,23.6
LZ_SOUTH,709,22.8
LZ_SOUTH,710,22.62
LZ_SOUTH,711,22.17
LZ_SOUTH,712,22.09
LZ_SOUTH,713,28.03
LZ_SOUTH,714,30
LZ_SOUTH,715,24.31
LZ_SOUTH,716,23.42
LZ_SOUTH,717,23.33
LZ_SOUTH,718,18.83
LZ_SOUTH,719,17.14
LZ_SOUTH,720,14.94
LZ_SOUTH,721,14.69
LZ_SOUTH,722,15.29
LZ_SOUTH,723,17.38
LZ_SOUTH,724,18.54
LZ_SOUTH,725,21.86
LZ_SOUTH,726,34.04
LZ_SOUTH,727,26.66
LZ_SOUTH,728,31.38
LZ_SOUTH,729,24.78
LZ_SOUTH,730,25.73
LZ_SOUTH,731,23.54
LZ_SOUTH,732,23.36
LZ_SOUTH,733,23.86
LZ_SOUTH,734,23.77
LZ_SOUTH,735,22.03
LZ_SOUTH,736,22.96
LZ_SOUTH,737,33.54
LZ_SOUTH,738,31.82
LZ_SOUTH,739,22.74
LZ_SOUTH,740,23.68
LZ_SOUTH,741,22.27
LZ_SOUTH,742,18.93
LZ_SOUTH,743,17.58
LZ_SOUTH,744,11.92
LZ_SOUTH,745,10.8
LZ_SOUTH,746,11.7
LZ_SOUTH,747,14.84
LZ_SOUTH,748,16.98
LZ_SOUTH,749,19.1
LZ_SOUTH,750,27.05
LZ_SOUTH,751,23.81
LZ_SOUTH,752,23.44
LZ_SOUTH,753,25.29
LZ_SOUTH,754,25.28
LZ_SOUTH,755,27.21
LZ_SOUTH,756,28.83
LZ_SOUTH,757,31.84
LZ_SOUTH,758,34.02
LZ_SOUTH,759,33.21
LZ_SOUTH,760,32.92
LZ_SOUTH,761,34.12
LZ_SOUTH,762,38.17
LZ_SOUTH,763,26.39
LZ_SOUTH,764,23.75
LZ_SOUTH,765,23.1
LZ_SOUTH,766,20.77
LZ_SOUTH,767,20.08
LZ_SOUTH,768,17.75
LZ_SOUTH,769,17.38
LZ_SOUTH,770,17.38
LZ_SOUTH,771,17.66
LZ_SOUTH,772,18.6
LZ_SOUTH,773,20.18
LZ_SOUTH,774,25.69
LZ_SOUTH,775,25.05
LZ_SOUTH,776,25.33
LZ_SOUTH,777,26.51
LZ_SOUTH,778,26.61
LZ_SOUTH,779,27.3
LZ_SOUTH,780,28.81
LZ_SOUTH,781,28.86
LZ_SOUTH,782,28.87
LZ_SOUTH,783,29.87
LZ_SOUTH,784,30.18
LZ_SOUTH,785,35.56
LZ_SOUTH,786,45.35
LZ_SOUTH,787,31.38
LZ_SOUTH,788,27.94
LZ_SOUTH,789,26.59
LZ_SOUTH,790,23.96
LZ_SOUTH,791,22.66
LZ_SOUTH,792,21.07
LZ_SOUTH,793,20.53
LZ_SOUTH,794,18.69
LZ_SOUTH,795,18.74
LZ_SOUTH,796,19.06
LZ_SOUTH,797,23.93
LZ_SOUTH,798,45.53
LZ_SOUTH,799,36.24
LZ_SOUTH,800,35.22
LZ_SOUTH,801,28.76
LZ_SOUTH,802,25.47
LZ_SOUTH,803,24.31
LZ_SOUTH,804,24.3
LZ_SOUTH,805,24.56
LZ_SOUTH,806,24.36
LZ_SOUTH,807,22.7
LZ_SOUTH,808,22.53
LZ_SOUTH,809,34.43
LZ_SOUTH,810,39.43
LZ_SOUTH,811,24.68
LZ_SOUTH,812,24.08
LZ_SOUTH,813,24.33
LZ_SOUTH,814,22.02
LZ_SOUTH,815,22.35
LZ_SOUTH,816,21.62
LZ_SOUTH,817,20.5
LZ_SOUTH,818,20.5
LZ_SOUTH,819,20.07
LZ_SOUTH,820,20.08
LZ_SOUTH,821,20.98
LZ_SOUTH,822,23.04
LZ_SOUTH,823,24.81
LZ_SOUTH,824,27.55
LZ_SOUTH,825,34.16
LZ_SOUTH,826,27
LZ_SOUTH,827,24.66
LZ_SOUTH,828,24.07
LZ_SOUTH,829,23.38
LZ_SOUTH,830,21.68
LZ_SOUTH,831,21.18
LZ_SOUTH,832,21.1
LZ_SOUTH,833,28.12
LZ_SOUTH,834,31.48
LZ_SOUTH,835,23.2
LZ_SOUTH,836,22.55
LZ_SOUTH,837,21.33
LZ_SOUTH,838,18.76
LZ_SOUTH,839,17.44
LZ_SOUTH,840,15.47
LZ_SOUTH,841,13.43
LZ_SOUTH,842,12.46
LZ_SOUTH,843,13.01
LZ_SOUTH,844,16.22
LZ_SOUTH,845,16.61
LZ_SOUTH,846,20
LZ_SOUTH,847,20.04
LZ_SOUTH,848,21.55
LZ_SOUTH,849,22.99
LZ_SOUTH,850,22.88
LZ_SOUTH,851,24.12
LZ_SOUTH,852,24.51
LZ_SOUTH,853,22.8
LZ_SOUTH,854,22.27
LZ_SOUTH,855,22.34
LZ_SOUTH,856,20.8
LZ_SOUTH,857,26.83
LZ_SOUTH,858,40.42
LZ_SOUTH,859,24.03
LZ_SOUTH,860,21.16
LZ_SOUTH,861,21.74
LZ_SOUTH,862,17.34
LZ_SOUTH,863,8.36
LZ_SOUTH,864,5.08
LZ_SOUTH,865,4.44
LZ_SOUTH,866,4.28
LZ_SOUTH,867,4.57
LZ_SOUTH,868,4.89
LZ_SOUTH,869,10.63
LZ_SOUTH,870,22.43
LZ_SOUTH,871,23.27
LZ_SOUTH,872,23.06
LZ_SOUTH,873,24.25
LZ_SOUTH,874,23.72
LZ_SOUTH,875,24.46
